epoch;acc;loss;val_acc;val_loss
0;0.8695490190655577;0.3020478586449343;0.922588235911201;0.20410990419107325
1;0.9150065353711446;0.21330733047045913;0.9404117624619428;0.1538967087356483
2;0.9269738555141523;0.18464450828000611;0.9367058816517101;0.17674677834090063
3;0.9349934623194676;0.16816837055075404;0.9412941176190096;0.15338691249314476
4;0.9408562096801458;0.15542720681078293;0.9520000000560985;0.13518763928203023
5;0.9439019607375649;0.14691810964369306;0.9440588231086731;0.15872664612882278
6;0.9478823523053936;0.1376243094299354;0.9482352951274199;0.1483359549326055
7;0.951163398770725;0.13067348018814537;0.9551764680918525;0.1332533599453814
